# Program:featureCounts v2.0.6; Command:"./bin/featureCounts" "-a" "PlasmoDB-65_Pfalciparum3D7.gff" "-o" "test3" "-p" "-B" "-C" "/depot/heqixin/data/Pf_282samples_bam_BQSR/Sample5027250_recal_realn.bam" 
Geneid	Chr	Start	End	Strand	Length	/depot/heqixin/data/Pf_282samples_bam_BQSR/Sample5027250_recal_realn.bam
PF3D7_1408600	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	322243;323317;323851	322859;323651;324322	+;+;+	1424	6383
PF3D7_1408700	Pf3D7_14_v3;Pf3D7_14_v3	324334;325114	324947;347119	-;-	22620	128204
PF3D7_1408800	Pf3D7_14_v3;Pf3D7_14_v3	348831;350356	350192;350857	+;+	1864	3235
PF3D7_1408900	Pf3D7_14_v3	350700	352431	-	1732	6978
PF3D7_1409000	Pf3D7_14_v3;Pf3D7_14_v3	352521;353497	353318;355754	-;-	3056	12801
PF3D7_1409100	Pf3D7_14_v3	355859	360616	+	4758	26406
PF3D7_1409200	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	360234;360656;360954;360954;361494;361530	360797;360797;361362;361362;362579;361539	-;-;-;-;-;-	2059	2652
PF3D7_1409300	Pf3D7_14_v3	362619	364640	+	2022	4583
PF3D7_1409400	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	365269;366182;366488;367018	365912;366318;366725;367978	-;-;-;-	1980	3031
PF3D7_1409500	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	369422;370336;370468	370199;370370;373409	+;+;+	3755	9022
PF3D7_1409600	Pf3D7_14_v3	373950	377186	+	3237	7823
PF3D7_1409700	Pf3D7_14_v3;Pf3D7_14_v3	377013;377709	377357;380614	-;-	3251	9471
PF3D7_1409800	Pf3D7_14_v3	382261	386166	+	3906	12505
PF3D7_1409900	Pf3D7_14_v3;Pf3D7_14_v3	387792;389564	389162;392617	+;+	4425	11937
PF3D7_1410000	Pf3D7_14_v3	392855	394689	-	1835	2599
PF3D7_1410100	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	395877;396425;396751;396967;397192;397496;397760	396334;396580;396841;397051;397260;397611;398406	+;+;+;+;+;+;+	1622	3562
PF3D7_1410200	Pf3D7_14_v3	399105	403567	+	4463	19088
PF3D7_1410300	Pf3D7_14_v3;Pf3D7_14_v3	403607;404085	403891;418311	-;-	14512	138353
PF3D7_1410400	Pf3D7_14_v3	419442	423481	+	4040	14401
PF3D7_1410500	Pf3D7_14_v3;Pf3D7_14_v3	423495;423921	423822;424842	-;-	1250	3180
PF3D7_1410600	Pf3D7_14_v3	425584	429101	+	3518	16636
PF3D7_1410700	Pf3D7_14_v3;Pf3D7_14_v3	429125;430056	429888;431542	-;-	2251	5412
PF3D7_1410800	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	432899;434085;434286;434618;434876;435079;435247	433996;434154;434436;434729;434913;435108;435698	+;+;+;+;+;+;+	1951	4194
PF3D7_1410900	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	436329;437448;437678;437959	437353;437594;437809;440098	+;+;+;+	3444	8261
PF3D7_1411000	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	440206;440541;444721;444721;445420;445420;446436;446640;446640;446942;446942;447085;447085;447260;447260;447420;447420;447706;447706	444567;444567;445328;445328;446307;446307;446504;446834;446834;446992;446992;447168;447168;447320;447320;447533;447533;447773;447773	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6500	16928
PF3D7_1411100	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	447469;448158;448448;448689;448911;449293;449558;449808	448052;448298;448563;448804;449090;449434;449693;451755	-;-;-;-;-;-;-;-	3363	7752
PF3D7_1411200	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	451761;452481;452960;453265	452329;452726;453160;456500	-;-;-;-	4252	11603
PF3D7_1411300	Pf3D7_14_v3;Pf3D7_14_v3	457646;460900	460439;461237	+;+	3132	7593
PF3D7_1411400	Pf3D7_14_v3	460578	467594	-	7017	40916
PF3D7_1411500	Pf3D7_14_v3;Pf3D7_14_v3	468631;469195	468997;472384	+;+	3557	6894
PF3D7_1411600	Pf3D7_14_v3	472825	474880	+	2056	8994
PF3D7_1411700	Pf3D7_14_v3	474972	477365	+	2394	6511
PF3D7_1411800	Pf3D7_14_v3	477095	479654	-	2560	6309
PF3D7_1411900	Pf3D7_14_v3	479713	482052	+	2340	7659
PF3D7_1412000	Pf3D7_14_v3	482070	484006	+	1937	8266
PF3D7_1412100	Pf3D7_14_v3	484274	487738	+	3465	10704
PF3D7_1412200	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	487436;488213;490239	488073;490055;490380	-;-;-	2623	9221
PF3D7_1412300	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	491286;491688;492142	491528;491950;492947	-;-;-	1312	4434
PF3D7_1412400	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	493932;501131;503219;503897;504234	500970;503010;503697;504082;505187	-;-;-;-;-	10538	88869
PF3D7_1412500	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	506478;507083;507360;508186	506872;507199;507807;509453	+;+;+;+	2228	13539
PF3D7_1412600	Pf3D7_14_v3	509238	511218	-	1981	11397
PF3D7_1412700	Pf3D7_14_v3	511818	516959	+	5142	13267
PF3D7_1412800	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	515932;517765;517939;518179	517620;517812;518061;519380	-;-;-;-	3062	5519
PF3D7_1412900	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	519028;521209;521485;521485;521636;521636;521807;521807;522032;522189;522189;522642	521256;521256;521534;521534;521705;521705;521860;521860;522081;522242;522559;523889	+;+;+;+;+;+;+;+;+;+;+;+	4072	6867
PF3D7_1413000	Pf3D7_14_v3	523890	525305	-	1416	4838
PF3D7_1413100	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	527132;527351;527512;527710	527169;527415;527605;529234	+;+;+;+	1722	4374
PF3D7_1413200	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	530058;531317;531503;531696	531185;531410;531570;532455	-;-;-;-	2050	17944
PF3D7_1413300	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	532707;532984;533180	532838;533059;533532	-;-;-	561	431
PF3D7_1413400	Pf3D7_14_v3	533951	536207	-	2257	10580
PF3D7_1413500	Pf3D7_14_v3	536446	538247	-	1802	10763
PF3D7_1413600	Pf3D7_14_v3;Pf3D7_14_v3	538869;539939	539806;540572	+;+	1572	1533
PF3D7_1413700	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	540168;540831;541027;541218;541673;544427;544758;545102;545268;545530;545807;545997	540759;540873;541079;541490;544258;544487;544949;545160;545342;545604;545898;546533	-;-;-;-;-;-;-;-;-;-;-;-	4638	28070
PF3D7_1413800	Pf3D7_14_v3	546796	549599	+	2804	8488
PF3D7_1413900	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	550913;552758;553143	552654;553017;553649	+;+;+	2509	5723
PF3D7_1414000	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	552757;553829;553973;554269;554486;554738;554867;555068;555326;555546;555761	553697;553861;554103;554350;554590;554786;554916;555158;555382;555638;555969	-;-;-;-;-;-;-;-;-;-;-	1841	2955
PF3D7_1414100	Pf3D7_14_v3	557487	562812	+	5326	8599
PF3D7_1414200	Pf3D7_14_v3	562981	566801	-	3821	4533
PF3D7_1414300	Pf3D7_14_v3;Pf3D7_14_v3	570027;570802	570533;571644	+;+	1350	6948
PF3D7_1414400	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	573759;575866;576398;576745;577017	575760;576189;576549;576879;577168	+;+;+;+;+	2765	6506
PF3D7_1414500	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	577208;578622;582259;586893;587215;587494	578467;582052;586674;587036;587365;589915	-;-;-;-;-;-	11824	79317
PF3D7_1414600	Pf3D7_14_v3	590603	592740	+	2138	8611
PF3D7_1414700	Pf3D7_14_v3	592791	598162	-	5372	20189
PF3D7_1414800	Pf3D7_14_v3;Pf3D7_14_v3	599435;600510	600197;601403	-;-	1657	7997
PF3D7_1414900	Pf3D7_14_v3	601981	605559	-	3579	17855
PF3D7_1415000	Pf3D7_14_v3	606246	607405	-	1160	7342
PF3D7_1415100	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	608580;610859;611165	610748;610964;611484	+;+;+	2595	5919
PF3D7_1415200	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	611486;612337;612636	611946;612444;613217	+;+;+	1151	1132
PF3D7_1415300	Pf3D7_14_v3	613736	616628	+	2893	8681
PF3D7_1415400	Pf3D7_14_v3	617813	623560	+	5748	25259
PF3D7_1415500	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	623840;624790;624993	624590;624873;628505	-;-;-	4348	10447
PF3D7_1415600	Pf3D7_14_v3	628620	633494	-	4875	13295
PF3D7_1415700	Pf3D7_14_v3	634236	637046	-	2811	13026
PF3D7_1415800	Pf3D7_14_v3	639678	641985	+	2308	9058
PF3D7_1415900	Pf3D7_14_v3;Pf3D7_14_v3	641606;642512	642287;642984	-;-	1155	3354
PF3D7_1416000	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	643914;644340;644624;644918	644157;644493;644816;644989	+;+;+;+	663	3349
PF3D7_1416100	Pf3D7_14_v3	645055	648793	-	3739	19012
PF3D7_1416200	Pf3D7_14_v3	648910	658762	-	9853	70396
PF3D7_1416300	Pf3D7_14_v3;Pf3D7_14_v3	658760;660721	660609;660974	+;+	2104	7423
PF3D7_1416400	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	661098;661367;661611;661832;662200;662512;662810;662964;663176;663427;663649;663863;664342;664703;665008	661208;661489;661718;662002;662336;662567;662886;663075;663292;663563;663737;664116;664585;664816;665295	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2138	10041
PF3D7_1416500	Pf3D7_14_v3	667206	669129	+	1924	16346
PF3D7_1416600	Pf3D7_14_v3	669374	679741	-	10368	59603
PF3D7_1416700	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	680612;681181;681369;681618;681967	681085;681269;681441;681766;682264	-;-;-;-;-	1083	3186
PF3D7_1416800	Pf3D7_14_v3	682466	685191	+	2726	12170
PF3D7_1416900	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	684962;685662;685961;686229	685542;685735;686084;686566	-;-;-;-	1117	4043
PF3D7_1417000	Pf3D7_14_v3	688592	689740	+	1149	8266
PF3D7_1417100	Pf3D7_14_v3	690145	692507	+	2363	4299
PF3D7_1417200	Pf3D7_14_v3;Pf3D7_14_v3	693329;708084	707891;708432	+;+	14912	59444
PF3D7_1417300	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	708755;713042;713266	712900;713141;713627	+;+;+	4608	11219
PF3D7_1417400	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	714708;716898;723310	716312;723307;725998	+;+;+	10704	43335
PF3D7_1417500	Pf3D7_14_v3	726517	729371	-	2855	17332
PF3D7_1417600	Pf3D7_14_v3	730017	746011	-	15995	181392
PF3D7_1417700	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	748818;750523;750937;751237;751444;751659	750376;750808;751081;751354;751517;752352	+;+;+;+;+;+	2876	4569
PF3D7_1417800	Pf3D7_14_v3;Pf3D7_14_v3	752903;753531	753394;757053	+;+	4015	20842
PF3D7_1417900	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	756645;757978;758220;758440	757374;758062;758273;758888	-;-;-;-	1318	2749
PF3D7_1418000	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	759029;759548;759913;760048;760262;760458;760723;760894;761144;761420	759443;759676;759953;760129;760355;760588;760791;760979;761273;762021	-;-;-;-;-;-;-;-;-;-	1779	7270
PF3D7_1418100	Pf3D7_14_v3	762614	773407	-	10794	64866
PF3D7_1418200	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	775121;775937;776267	775820;776031;776382	+;+;+	911	1842
PF3D7_1418300	Pf3D7_14_v3	776390	777202	+	813	3548
PF3D7_1418400	Pf3D7_14_v3	778092	778163	+	72	1000
PF3D7_1418500	Pf3D7_14_v3	779377	779495	+	119	1713
PF3D7_1418600	Pf3D7_14_v3	780006	780124	+	119	1539
PF3D7_1418700	Pf3D7_14_v3	780916	781034	+	119	2382
PF3D7_1418800	Pf3D7_14_v3	782061	782363	-	303	1987
PF3D7_1418900	Pf3D7_14_v3;Pf3D7_14_v3	782752;783233	783121;786343	-;-	3481	16159
PF3D7_1419000	Pf3D7_14_v3	786525	791332	-	4808	23835
PF3D7_1419100	Pf3D7_14_v3	793391	797397	+	4007	13523
PF3D7_1419200	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	797071;799796;800067	799581;799869;800473	-;-;-	2992	7671
PF3D7_1419300	Pf3D7_14_v3;Pf3D7_14_v3	801242;802884	802754;804083	+;+	2713	4346
PF3D7_1419400	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	803869;804569;804896;805127	804479;804811;804960;812354	-;-;-;-	8147	31663
PF3D7_1419500	Pf3D7_14_v3	813569	814898	-	1330	2616
PF3D7_1419600	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	815258;815817;816007;816165;816323;816523;816778;816982;817146;817754;817945;818230	815654;815891;816062;816236;816385;816662;816811;817026;817542;817855;817993;818340	-;-;-;-;-;-;-;-;-;-;-;-	1541	5558
PF3D7_1419700	Pf3D7_14_v3	819039	821674	+	2636	7018
PF3D7_1419800	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	821701;822423;823941;823941;824135;824135;824341	823778;823778;824019;824019;824340;824202;824646	-;-;-;-;-;-;-	2669	16371
PF3D7_1419900	Pf3D7_14_v3	825465	827532	-	2068	8919
PF3D7_1420000	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	828485;830359;830701	830174;830469;830942	-;-;-	2043	38404
PF3D7_1420100	Pf3D7_14_v3	831758	837178	-	5421	34935
PF3D7_1420200	Pf3D7_14_v3	838158	842717	-	4560	16049
PF3D7_1420300	Pf3D7_14_v3	843380	844973	+	1594	2679
PF3D7_1420400	Pf3D7_14_v3	846155	849672	+	3518	21394
PF3D7_1420500	Pf3D7_14_v3	849819	853349	-	3531	19064
PF3D7_1420600	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	853711;854376;854729	854183;854610;856441	-;-;-	2421	6712
PF3D7_1420700	Pf3D7_14_v3;Pf3D7_14_v3	857678;860284	860123;863689	+;+	5852	13854
PF3D7_1420800	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	863623;863879;864221;864404	863712;864053;864312;864820	-;-;-;-	774	2128
PF3D7_1420900	Pf3D7_14_v3;Pf3D7_14_v3	864953;866407	866173;867033	-;-	1848	6432
PF3D7_1421000	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	867794;867973;868455;868769	867845;868216;868548;868957	-;-;-;-	579	2045
PF3D7_1421100	Pf3D7_14_v3	870397	875176	+	4780	10884
PF3D7_1421150	Pf3D7_14_v3	875173	875321	-	149	117
PF3D7_1421200	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	875687;876080;876385	875929;876153;877378	-;-;-	1311	1850
PF3D7_1421300	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	877441;879411;880484;880738;881152;881368	879281;880340;880572;880788;881208;881450	-;-;-;-;-;-	3051	14726
PF3D7_1421400	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	881798;882107;882629;882780;883023;883627	881965;882499;882694;882836;883318;884182	-;-;-;-;-;-	1536	4036
PF3D7_1421500	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	884235;884655;884869	884463;884724;885074	+;+;+	505	1056
PF3D7_1421600	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	885211;886355;887596;887837	886023;887501;887656;888459	+;+;+;+	2644	4528
PF3D7_1421700	Pf3D7_14_v3	887932	888120	-	189	0
PF3D7_1421800	Pf3D7_14_v3	888580	890032	-	1453	10156
PF3D7_1421900	Pf3D7_14_v3	890541	891622	-	1082	5506
PF3D7_1422000	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	891991;892537;892917	892071;892604;893290	-;-;-	523	1315
PF3D7_1422100	Pf3D7_14_v3	893533	895571	-	2039	13629
PF3D7_1422200	Pf3D7_14_v3	895874	897254	-	1381	3694
PF3D7_1422300	Pf3D7_14_v3	897267	899556	-	2290	6002
PF3D7_1422400	Pf3D7_14_v3	899929	905858	+	5930	18192
PF3D7_1422500	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	906564;906940;907304;908629	906754;907203;908173;909327	+;+;+;+	2024	10462
PF3D7_1422600	Pf3D7_14_v3	910212	912272	+	2061	12906
PF3D7_1422700	Pf3D7_14_v3	913234	917625	+	4392	18197
PF3D7_1422800	Pf3D7_14_v3	918026	920067	-	2042	13069
PF3D7_1422900	Pf3D7_14_v3	922368	924402	+	2035	5942
PF3D7_1423000	Pf3D7_14_v3	924840	927108	-	2269	11816
PF3D7_1423100	Pf3D7_14_v3	927631	931876	+	4246	11915
PF3D7_1423200	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	932326;933420;934317;934547;934722;934930;935047;935325	933278;934222;934382;934601;934795;934959;935106;935581	+;+;+;+;+;+;+;+	2298	7270
PF3D7_1423300	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	935849;936500;936789;937053;937260;937580;937805;938061;938332;938961;939409;939909;940571;940824;941058;941515	936405;936638;936915;937148;937385;937659;937965;938141;938849;939118;939713;940265;940674;940928;941218;941730	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3291	16808
PF3D7_1423400	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	941899;942410;942565;942764	942239;942452;942644;947048	+;+;+;+	4749	12342
PF3D7_1423500	Pf3D7_14_v3;Pf3D7_14_v3	947041;947575	947478;952924	-;-	5788	39296
PF3D7_1423600	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	953981;956251;956672;956855;957067;957269;957536;957816;958029	955965;956539;956728;956926;957131;957374;957598;957879;958714	+;+;+;+;+;+;+;+;+	3387	5620
PF3D7_1423700	Pf3D7_14_v3	958574	965842	-	7269	34476
PF3D7_1423800	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	967040;970934;972209	970723;972076;972619	+;+;+	5238	13748
PF3D7_1423900	Pf3D7_14_v3	972775	972860	-	86	133
PF3D7_1424000	Pf3D7_14_v3	973147	973225	-	79	71
PF3D7_1424100	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	973577;974292;975471	973882;975073;977414	-;-;-	3032	7684
PF3D7_1424200	Pf3D7_14_v3	974006	974074	-	69	279
PF3D7_1424300	Pf3D7_14_v3	975241	975336	-	96	1229
PF3D7_1424400	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	976472;978199;978630;979975	977910;978510;979167;980866	+;+;+;+	3181	7047
PF3D7_1424500	Pf3D7_14_v3	979464	979605	+	142	1534
PF3D7_1424600	Pf3D7_14_v3	979767	979836	+	70	510
PF3D7_1424700	Pf3D7_14_v3	981588	981671	+	84	30
PF3D7_1424800	Pf3D7_14_v3	981881	981998	+	118	282
PF3D7_1424900	Pf3D7_14_v3	982154	982228	+	75	183
PF3D7_1425000	Pf3D7_14_v3	982349	982520	+	172	101
PF3D7_1425100	Pf3D7_14_v3	982892	983018	+	127	0
PF3D7_1425200	Pf3D7_14_v3	982400	984901	-	2502	5694
PF3D7_1425300	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	985023;985584;985769;986117;986351;986597;987716;987942	985439;985669;985973;986191;986446;986943;987782;988047	-;-;-;-;-;-;-;-	1399	4834
PF3D7_1425400	Pf3D7_14_v3	988897	992990	+	4094	18509
PF3D7_1425500	Pf3D7_14_v3;Pf3D7_14_v3	993652;993993	993871;994661	+;+	889	1741
PF3D7_1425600	Pf3D7_14_v3	994688	1001019	-	6332	29488
PF3D7_1425700	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	1005996;1007359;1007597;1007818	1007237;1007500;1007687;1008490	+;+;+;+	2148	2655
PF3D7_1425800	Pf3D7_14_v3	1008510	1012651	+	4142	8209
PF3D7_1425900	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	1012155;1012895;1013072;1013983	1012765;1012969;1013750;1014312	-;-;-;-	1695	5291
PF3D7_1426000	Pf3D7_14_v3	1015470	1017199	-	1730	3304
PF3D7_1426100	Pf3D7_14_v3	1018646	1020564	-	1919	4774
PF3D7_1426200	Pf3D7_14_v3	1020917	1023165	-	2249	8841
PF3D7_1426300	Pf3D7_14_v3	1023202	1025765	-	2564	9662
PF3D7_1426400	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	1026262;1026585;1027036	1026380;1026803;1027215	-;-;-	518	2435
PF3D7_1426500	Pf3D7_14_v3	1027682	1030025	-	2344	16392
PF3D7_1426600	Pf3D7_14_v3	1030905	1035496	-	4592	16020
PF3D7_1426700	Pf3D7_14_v3	1035905	1042216	-	6312	25990
PF3D7_1426800	Pf3D7_14_v3;Pf3D7_14_v3	1042553;1043904	1043618;1049929	+;+	7092	19509
PF3D7_1426900	Pf3D7_14_v3	1049648	1050707	-	1060	2799
PF3D7_1427000	Pf3D7_14_v3	1050744	1055499	+	4756	13037
PF3D7_1427100	Pf3D7_14_v3	1055788	1060651	+	4864	18760
PF3D7_1427200	Pf3D7_14_v3;Pf3D7_14_v3	1061328;1062365	1062181;1063299	+;+	1789	3797
PF3D7_1427300	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	1064142;1067993;1068300;1068514;1068812;1069077;1069330	1067878;1068209;1068364;1068649;1068927;1069182;1069386	+;+;+;+;+;+;+	4434	12786
PF3D7_1427400	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	1077001;1077357;1077603;1077603;1078728;1078728;1079010;1079010;1079255;1079255;1079553;1079559	1077484;1077484;1078536;1078536;1078830;1078830;1079148;1079148;1079362;1079362;1080178;1079721	-;-;-;-;-;-;-;-;-;-;-;-	2394	6290
PF3D7_1427500	Pf3D7_14_v3	1081038	1084631	+	3594	12447
PF3D7_1427600	Pf3D7_14_v3	1084975	1087482	+	2508	6945
PF3D7_1427700	Pf3D7_14_v3	1087040	1087805	-	766	751
PF3D7_1427800	Pf3D7_14_v3	1088099	1089750	-	1652	3884
PF3D7_1427900	Pf3D7_14_v3	1090631	1094286	+	3656	4760
PF3D7_1428000	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	1094297;1096386;1096873;1097091;1097294;1097479;1097660	1096195;1096730;1097000;1097140;1097368;1097543;1097880	+;+;+;+;+;+;+	2783	5505
PF3D7_1428100	Pf3D7_14_v3	1097756	1100391	-	2636	7520
PF3D7_1428200	Pf3D7_14_v3	1100870	1104966	+	4097	11611
